movie_id,movie_name,cinema,classification,release_date,duration_minutes
6a5df42300eaf655358fad1831907142,Tejas,hindi,,2023-10-27,122.0
6d682b5f1a2895f1336e3e4f0de4b385,Sajini Shinde Ka Viral Video,hindi,,2023-10-27,122.0
4da6b8bf07df2cf1ca4f341162466c4d,Otta,malayalam,UA,2023-10-27,148.0
6d01fa781068f93cfe985e6ca78ad7f0,Lingoccha,telugu,UA,2023-10-27,139.0
18f7b40078397e61739cd6c64662bee2,Imbam,malayalam,,2023-10-27,122.0
7ff119b730fecbfa8acd10b74e803b23,Aankh Micholi,hindi,,2023-10-27,121.0
3eacf7bb1c90593deb4a40aaf365a4d8,12th Fail,hindi,U,2023-10-27,147.0
e6b55b03b4e75db399441da31cd1d6e4,1080 : The Legacy Of Mahaveer,hindi,,2023-10-27,121.0
88d24919800f3462e7e7982533c55bbc,Pulimada,malayalam,,2023-10-26,122.0
363b6743bf32a6bb55f0747b5d40b41e,Yaariyan 2,hindi,,2023-10-20,122.0
d9396e764493913707c3885f9a8c3bf8,Tiger Nageswara Rao,telugu,,2023-10-20,181.0
0d61b84c195bfd781ffced524360e388,Pyaar Hai Toh Hai,hindi,UA,2023-10-20,134.0
04c9b01b2ddfa946f3beb3e86300839f,Ganapath Part-1,hindi,UA,2023-10-20,134.0
5beae04b3a12f7995c3a65ce268dd27c,Aadu Jeevitham,malayalam,,2023-10-20,135.0
4f9763f8f3c25e7655068b7db3397b67,LeoLeo,tamil,,2023-10-19,124.0
672e93db3be6d5ab0b91988b981a7ab1,Leo,tamil,UA,2023-10-19,163.0
635b0669046c4cd784252726c4df3f9c,Dawshom Awbotaar,bengali,,2023-10-19,
e77d0f67d7538c1fb3c9562d578f394b,Bhagavanth Kesari,telugu,UA,2023-10-19,155.0
3974a00de956296445ad8060fe959d35,Bagha Jatin,bengali,,2023-10-19,
59dca1d9c6930540b7301875453d38af,Jongole Mitin Mashi,bengali,,2023-10-18,
6e851d34ba6a366f0bfec434e74dfa83,Vesha,kannada,UA,2023-10-13,116.0
56f4b49b44137ab07b9f5f71ba2fa8f0,Rahel Makan Kora,malayalam,U,2023-10-13,132.0
e459204227369b249309c2f245ef2f78,Neethone Nenu,telugu,U,2023-10-13,126.0
8db1972b4dc403e87250661bcc5381b1,KL 58 S-4330 Ottayan,malayalam,U,2023-10-13,144.0
73e8b6d8d8eddc11c0ee95b4f1a6f540,Jalapata,kannada,U,2023-10-13,128.0
622eb35beba4e740a810fe8c9100f006,Hum Tumhe Chahte Hai,hindi,UA,2023-10-13,111.0
88d23429232888f8b9dd7b97bb942a15,Guthlee Ladoo,hindi,U,2023-10-13,105.0
c8022df774dcb45f8524684aeda529b6,Dhak Dhak,hindi,UA,2023-10-13,140.0
007d0c800fa8b11f4d26ce7bf421ba8c,Darran Chhoo,hindi,UA,2023-10-13,135.0
c25842d7932b8530ce47bd8c4963f019,Daak,marathi,UA,2023-10-13,102.0
420f2682ca27946fc591f73c079b8eef,Bakhad Jantar,gujarati,UA,2023-10-13,111.0
3fa0c6598cf99130f559b00920cb6017,The Road,tamil,UA,2023-10-06,143.0
bb4bcd206e58ef468ef346b92ea8dfea,Thank You For Coming,hindi,A,2023-10-06,118.0
f3853badc334bef44aa5a04e149514c5,Somante Krithavu,malayalam,U,2023-10-06,121.0
1b55c6a06da2601af6aa4ac97a6bde3a,Shot Boot Three,tamil,U,2023-10-06,117.0
6faa08f4eb98335bb82a03960cddfac9,Rules Ranjann,telugu,UA,2023-10-06,122.0
5c6363c5862e5389c649e6ed13a49287,Raththam,tamil,UA,2023-10-06,122.0
d47b7e95b35ccc5e881d8ee376173c84,Raja Marthanda,kannada,UA,2023-10-06,135.0
a15ff7e9505e8ea0f2c167931fc7ffdf,Nossir Kouto,bengali,,2023-10-06,111.0
325be4791fc3469e141056948c0fd888,Month Of Madhu,telugu,A,2023-10-06,140.0
97f9025c1d8c2a6e6717abb25fe888d4,Mission Raniganj: The Great Bharat Rescue,hindi,UA,2023-10-06,138.0
9f34e92f7ada43c953903e1bbbd4f491,Mad,telugu,UA,2023-10-06,122.0
766b8fbdf012e0a08334d488a91a2096,Maama Mascheendra,telugu,,2023-10-06,
9ccb41432d0349623ff4283a5d81b984,Love,kannada,UA,2023-10-06,133.0
d2a293b68ca6d008c21152417d3a4fb4,Irugapatru,tamil,U,2023-10-06,122.0
3a0526aefaae97c84e73697ebcd4a080,Innalekal Thalirkkumbol,malayalam,U,2023-10-06,106.0
c826c447e9e7d827f1b49b585b9973af,God,telugu,A,2023-10-06,153.0
1a750d94e56294384cbef82d3dd67c62,GTA (Guns Trance Action),telugu,A,2023-10-06,122.0
cab9d42933d54f139ee37f2088cee511,Fighter,kannada,UA,2023-10-06,121.0
e6bae7843c3b3d4649f6d89920d8373a,Enaku Endey Kidaiyaathu,tamil,,2023-10-06,122.0
2f614c6a9047a6da418d04ff0b00ae9a,Dil Dosti Deewangi,marathi,,2023-10-06,122.0
e9a886025ab5ccbfb4db49a3df151942,Dhillu Irundha Poradu,tamil,UA,2023-10-06,157.0
44c68d1090e1b1586d9e9e8afea54458,Chinna,telugu,UA,2023-10-06,140.0
c10bdc639f7835fdc71f4885b69505fb,Ankush,marathi,UA,2023-10-06,145.0
a4ea8b07285747b918b581c756170bdf,Abhi Rama Chandra,kannada,UA,2023-10-06,112.0
b98990d8cd82face226e4845ae1c0e9e,Aatmapamphlet,marathi,,2023-10-06,90.0
c70a95faff01ce995f8f71500cf6887d,Aade Nam God,kannada,UA,2023-10-06,133.0
451600c3b527ce0198d68b9828c7c4d7,800,tamil,,2023-10-06,122.0
08ff845427490b295567ea8a63cb5bd0,Dono,hindi,UA,2023-10-05,156.0
585677eb7cbca3404cfe6e9ac73e2d8d,Peddha Kapu: Part 1,telugu,,2023-09-29,122.0
a887e9180ef03b563ca23ddff62bb473,Nikki,gujarati,U,2023-09-29,112.0
b00292ec240ca89b4bd39760d81efc52,Dvand: The Internal Conflict,hindi,UA,2023-09-29,116.0
f7a0bd351c2a0ec03e9572753f0f7486,Thothapuri 2,kannada,A,2023-09-28,121.0
d9a9f0313a1ff475a86421db4cbd4511,The Vaccine War,hindi,U,2023-09-28,161.0
ec90976895e7a77badec2560903b21c5,Skanda: The Attacker,telugu,UA,2023-09-28,125.0
38d676cf55dc8acc06b31cade620fd1d,Kannur Squad,malayalam,UA,2023-09-28,161.0
793f789079e30858b1e88caf36c906d5,Iraivan,tamil,A,2023-09-28,153.0
9d212756492d613c9ea3a4eb5614e1ea,Fukrey 3,hindi,UA,2023-09-28,150.0
e6defa96b9cb2d667845ac499aa39d5c,Chitta,malayalam,UA,2023-09-28,138.0
8d290270fe2c0a828fc884bc31a2f1e7,Chithha,tamil,UA,2023-09-28,140.0
71f7c7f0c1e2f47aa65bb8352aa2e38b,Chikku,kannada,UA,2023-09-28,140.0
2d4c360e2d49fd2c076a8bf30dbb82be,Chandramukhi 2,tamil,UA,2023-09-28,155.0
4d02b357149d20b4c2627769d885d5af,Baanadariyalli,kannada,UA,2023-09-28,149.0
9626b730d9cfabc890371910a348fb9d,Udd Jaa Nanhe Dil,hindi,,2023-09-25,100.0
4fa1134e6dc1edf6667c3977802a6219,Ulagammai,tamil,UA,2023-09-22,122.0
5347613888de3945eb1c9fe6381419bf,The Rise Of Sudarshan Chakra,hindi,U,2023-09-22,156.0
95a390bb13812e69bd922d8932b51487,The Purvanchal Files,hindi,,2023-09-22,121.0
9b585425a1c44ff925684e11868f3662,The Great Indian Family,hindi,UA,2023-09-22,112.0
aabec3cfd2cd1272a9b9510de0c4983e,Sukhee,hindi,UA,2023-09-22,141.0
4b6a247d3949e49e13d1387938d4c2d0,Sapta Sagaralu Dhaati - Side A,telugu,UA,2023-09-22,142.0
0991f6b68351a1d28deda02430f9f558,Rudramkota,telugu,UA,2023-09-22,123.0
7407126c9ed77061face30254b9e4220,Rab Di Mehhar,punjabi,,2023-09-22,122.0
d7ef49360c5eaf98a44c6d9e9cc27543,Palan,bengali,U,2023-09-22,127.0
f6fb367d58a4a50a97a440f2b0596fd6,Olave Mandara 2,kannada,UA,2023-09-22,110.0
e96b0a7dac2a84bbdc98bd7966b545a0,Nelluri Nerajana,telugu,UA,2023-09-22,129.0
4e08cd96d20cc76800d79e4d1e690b62,Nachinavadu,telugu,UA,2023-09-22,122.0
ba430883b54ee07c0241b444cc8aa5c8,Mister Hacker,malayalam,U,2023-09-22,112.0
681e4a5afe92914718665acf12d46161,Luv You Shankar,hindi,,2023-09-22,120.0
02285c5f26caf6ffa28a59d43ef3c084,La Tomatina,malayalam,UA,2023-09-22,116.0
931674655337839c742944b6510b394d,Kothay Tumi,bengali,U,2023-09-22,120.0
48fd05f89b33417865b3736238685b37,Khalga,marathi,,2023-09-22,121.0
576b27b94a82c739ddb69bd51045552d,Kezhapaya,tamil,U,2023-09-22,97.0
c65a6c6b3cc05a3d5f7c24e2792e1543,Kaliveerudu,telugu,UA,2023-09-22,128.0
24a02f2afdff8a6126dcddd1150be304,Kahi De Ne Prem Che,gujarati,,2023-09-22,127.0
349890d39b607e459d2e124dfb1066d8,Dvandva,kannada,UA,2023-09-22,116.0
bfb5c5afad92e75f15337f4dc1a7b92f,Digvijaya,kannada,U,2023-09-22,126.0
b1d5319c52f86681614890e2180f2422,Demon,tamil,UA,2023-09-22,122.0
a69a0dec88d8db43a50d9559b495e719,Cheater,telugu,,2023-09-22,120.0
0be99dc72a35c54005199f03a0284799,Chattan,hindi,UA,2023-09-22,148.0
3ead960e1235fe2e3c66e1ee2a483689,Bun Tea,kannada,UA,2023-09-22,118.0
b9bd2044b06ff73c923d6c5e8d42a756,Ashtadigbandhanam,telugu,A,2023-09-22,149.0
3aa1bf2624cb8a77afe23581839f4c44,Are You Ok Baby,tamil,UA,2023-09-22,113.0
57828a092cc2f1131efb8b4aa3d98484,Aima,tamil,UA,2023-09-22,114.0
33dbb926cba33818f4b0af8613a25b1c,Aaraariraaro,kannada,UA,2023-09-22,125.0
98f1080c7e4d13bfe71f03e663d910ca,7/G Brindavana Colony,telugu,A,2023-09-21,179.0
335c8d317d0f641a5efd456670e9b745,Alinta,malayalam,,2023-09-16,122.0
6f1b247ccd5e1c296414c9e239a41bf3,Tales Of Mahanagara,kannada,UA,2023-09-15,136.0
551598a015f5c5924a29edb06774843b,Ramanna Youth,telugu,UA,2023-09-15,122.0
d9e154d486144d9d0ca7c9e575ea4545,Parimala D'Souza,kannada,UA,2023-09-15,132.0
42cf03790a76f2b5c3012e7c8ce9bfc5,No.6 Vaathiyaar Kaalpandhatta Kuzhu,tamil,UA,2023-09-15,123.0
d3b26b72ea4d5ba86b40331c80c8bb82,Nadhikalil Sundari Yamuna,malayalam,,2023-09-15,120.0
1f555a6fc89312d491f2408998efef74,Mark Antony,tamil,UA,2023-09-15,151.0
74da2d69c15ca50ff99bf477652e493e,Kasargold,malayalam,UA,2023-09-15,122.0
421c22852a38e0d9c7b816b448c24bb4,Changure Bangaru Raja,telugu,UA,2023-09-15,129.0
a542b10dbebed11d2debf93eb512797c,Buhe Bariyan,punjabi,,2023-09-15,122.0
e21cb78c0ecc1822cb2e493b2322f91d,Boyapati Rapo,telugu,,2023-09-15,125.0
43f41f03a24d648e245d04934e07d5d0,Bhole Oye,punjabi,,2023-09-15,121.0
8681afcccefdf8c5d4c92a6bb942755f,13 Part 1,kannada,UA,2023-09-15,124.0
fa40904e5b5734d2001bb0fb1b4fc575,Thurum Khanlu,telugu,A,2023-09-08,133.0
5671059c88bc7042c831a2feafae45f7,Thudikkum Karangal,tamil,,2023-09-08,122.0
0c75e60a6d1e79ea8201cc4fb1d20447,Striker,tamil,UA,2023-09-08,122.0
3076c399216b51647150d3a4d4cfa392,Red Sandal Wood,tamil,UA,2023-09-08,122.0
9a317e4c33dd3d2668a4eb8b7736e9ba,Paryaya,kannada,U,2023-09-08,129.0
37df424229958078f78ee19db5216a9d,Parivarthanai,tamil,,2023-09-08,
998f044e141140d8a5bfaa698f595ebc,Noodles,tamil,,2023-09-08,122.0
243ff87144a8368ba288ddacd97866e5,Mukalparappu,malayalam,U,2023-09-08,124.0
c32b0aa9963470844b093efde2c55253,Govindaa Bhaja Govindaa,telugu,UA,2023-09-08,114.0
696262b83270234f2ec55265f76c2499,Angaaragan,tamil,,2023-09-08,125.0
4542dfdae440911893266da5f8d28fb2,Tamil Kudimagan,tamil,,2023-09-07,122.0
c7f56383e47b8e1a950c802d6b50dd38,Miss Shetty Mr Polishetty,telugu,UA,2023-09-07,149.0
a725fccd326ebd6aea521f762f87c69f,Jawan,hindi,UA,2023-09-07,169.0
9224b4e6c108002fa88d8c4511d9189b,Prema Deshapu Yuvarani,telugu,A,2023-09-02,148.0
adddabfd6736455358f3eb8b67d11c9e,Twelve Hours,hindi,UA,2023-09-01,117.0
34a0c5dbe43f5cfdac37b613204a45ff,Territory,marathi,,2023-09-01,111.0
447f1a3725f809900bb70e09aaf2b98b,Sapta Sagaradaache Ello - Side A,kannada,UA,2023-09-01,142.0
37080a2dc408d17ac2296d1e95314197,Rangoli,tamil,U,2023-09-01,129.0
03d8e53f147869a80c0f95eb1b000363,Paramporul,tamil,,2023-09-01,122.0
975c4d386d945f8c19f7affaac9b35c3,Naa Nee Prema Katha,telugu,UA,2023-09-01,128.0
1ef320aeed0b2a4aaa0ac3ce8270231d,Mystery Of The Tattoo,hindi,,2023-09-01,130.0
3fc2072d6c077ba7c08b9fef344f4f8b,Lucky Man,tamil,,2023-09-01,122.0
a28b7a45c1a2bfc23f4ffa56cf7cfb2f,Love-All,hindi,U,2023-09-01,132.0
82d337e205cc1a9ec8800250c32453cc,Kushi,telugu,UA,2023-09-01,124.0
0e727442f2e9ba0c4e31be4eadd5f873,Kirtan,bengali,U,2023-09-01,135.0
f3726055c815f34edcafbbcd476f12c1,Kick,tamil,,2023-09-01,122.0
9ecebd2ef1e5db653820bc599ebe521b,Karumegangal Kalaiginrana,tamil,U,2023-09-01,138.0
c6b4415809f5304863781bcbc594ab28,Jambhul,marathi,UA,2023-09-01,124.0
91b3a2c06529b605dfe9685ab6141e00,Harf: A Love Story,punjabi,UA,2023-09-01,117.0
3eead9fadb8d8d8f9bb7d5415764d0a2,Cheta Singh,punjabi,,2023-09-01,130.0
c34f50e814fd5c6680078f1bf472927e,Baaplyok,marathi,U,2023-09-01,101.0
213d0eb0efda91034d78bca96315e5f1,Hu ane Tu,gujarati,UA,2023-08-30,122.0
5333d2208307006e79294ff06331fc52,Boys Hostel,telugu,UA,2023-08-26,144.0
f4de355d49afee513fcce1925f366479,Achan Oru Vazha Vechu,malayalam,U,2023-08-26,127.0
7ca4ad8570bab1212a33e940a6fbaa18,Toby,kannada,,2023-08-25,122.0
9b82c7ebae0afefdee81e018d5d5101c,Subhedar,marathi,,2023-08-25,122.0
19766a7e086153f2bd67765f4400bb72,Rent (Not For Sale),telugu,A,2023-08-25,100.0
e0f05f56c9e578d228850d1e5547e051,Ramachandra Boss & Co,malayalam,UA,2023-08-25,148.0
d7c2569dfb6818d448ee6af51f919c15,Partner,tamil,UA,2023-08-25,124.0
b709c975346ea52ee818a916c8ed5d4f,Panch Kriti Five Elements,hindi,UA,2023-08-25,123.0
4693609c89f90d7f60467c7f288848b0,Oh! Lovely,bengali,U,2023-08-25,115.0
4b714d3177bf6e37aa4734a9e1bba45b,Nene Naa,telugu,UA,2023-08-25,138.0
642155540609b8043b25505bc62d1c97,Mastaney,punjabi,,2023-08-25,123.0
6d8165b6b2f8d72f93436eca16153ce2,Kakkan,tamil,U,2023-08-25,97.0
ce7a43c5b15e0b0cad74a6e7df1fc1e1,Harkara,tamil,U,2023-08-25,125.0
b9bd6982a04bc18deb1e6ee98c9d7567,Gandeevadhari Arjuna,telugu,,2023-08-25,122.0
ba645dbd3c2a6e1bd77009c3c0dd43b8,Dream Girl 2,hindi,UA,2023-08-25,133.0
f5ffb9437ea939c48267c969fb5f2194,Daksha,telugu,UA,2023-08-25,151.0
5e211951a8bcc9c25ef7000c1307e993,Cafe Wall,bengali,UA,2023-08-25,107.0
b4f0d2852e8dd1f03ea9eee1a32e5648,Blackia 2,punjabi,,2023-08-25,122.0
3c641e806e85e8898adfe783845ed84b,Bedurulanka 2012,telugu,UA,2023-08-25,122.0
f932471c402d01880ce12248b874f78d,Bayaluseeme,kannada,A,2023-08-25,123.0
28b26348883ea2dc5a60469010b146a3,Baap Manus,marathi,,2023-08-25,121.0
24872a0372f6cb9536e3422cbe9881d4,Akelli,hindi,,2023-08-25,127.0
f48215830b4abf970ea061582948f0a4,Adiyae,tamil,UA,2023-08-25,122.0
f71cdd9b976530f03b0e9edad0489144,Acting Ka Bhoot,hindi,,2023-08-25,121.0
22b9061ac4ef11f3571a9ec2c14841a1,3 Ekka,gujarati,,2023-08-25,121.0
d2c55672567ff0fe3b27d0c022c0f6d3,King Of Kotha,malayalam,UA,2023-08-24,176.0
94f9f75f41f6b430741b8ccb804f79e4,Vivasayi Enum Naan,tamil,UA,2023-08-18,121.0
84eb1a50677f5fd637b2bf10cdf88921,Sasiyum Sakunthalyum,malayalam,UA,2023-08-18,135.0
c63c10082cc31460c488570f624dbf70,Sashiyum Sakunthalayum,malayalam,U,2023-08-18,135.0
774b6c72da38b7e3212534eaa00bb43b,Prem Kumar,telugu,UA,2023-08-18,152.0
c055ebe11b63231f62505133ee132db5,Mister Pregnant,telugu,UA,2023-08-18,142.0
f42550146ec23e5613c83fbd7cec93c8,Kshetrapathi,kannada,UA,2023-08-18,122.0
46662ebe95c10b8b61c3a0d492f0bc56,Junior,punjabi,,2023-08-18,122.0
b7a355c8c107f1395eb6e0419caef2cf,Jilebi,telugu,UA,2023-08-18,121.0
c11bb2d000442fbbd9fa6f2c0d01c99e,Jailer,malayalam,,2023-08-18,122.0
9e924d87fa0b6cc7af874f3ffcbb017b,Helen,hindi,,2023-08-18,123.0
6955728fbeee97572823d4cf35735f77,Ghoomer,hindi,UA,2023-08-18,135.0
bffdcf1fd780194250a1d4013e98a93c,Chidiyan Da Chamba,punjabi,,2023-08-18,122.0
9c03b60a1a58b47c52e5e8cb762df233,Broken Script,tamil,UA,2023-08-18,121.0
3f2fe4dd942c71e3b7577f560270f692,Tariq,hindi,,2023-08-15,122.0
839dd96b955f03410ba358c970812c5a,Samara,malayalam,UA,2023-08-11,118.0
0d3accafd34061d7eae06ea97c601fe9,OMG 2,hindi,A,2023-08-11,156.0
b746e3f76b76b99120919864225acbc9,Kunjamminis Hospital,malayalam,,2023-08-11,122.0
3e6497451266f7e8c122474fa40088cd,Gadar 2,hindi,UA,2023-08-11,170.0
d8316588d6813b2d41319bda03c8a18e,Cheeni 2,bengali,,2023-08-11,125.0
a2ef445be14c8a7b71cccbec42d43434,Byomkesh O Durgo Rahosyo,bengali,,2023-08-11,125.0
8fc102935d1d488f8ee0fb1ea4e6ce6f,Bhola Shankar,telugu,UA,2023-08-11,159.0
2f7b3cbf40e2e383ede76edd86c02427,Jailer,tamil,UA,2023-08-10,169.0
cbacd5a42f8046276da47837a5e578ba,Web,tamil,UA,2023-08-04,118.0
fdec4ed6c5ba5da1051cef41bd880604,Sasu Maa,gujarati,U,2023-08-04,139.0
8f1cec4179b840540e5405d7d57d2d8e,Rajugari Kodipulao,telugu,A,2023-08-04,122.0
35ab059b047664b794bac62336e27797,Priyamudan Priya,tamil,UA,2023-08-04,122.0
317423d5a23dc17e946be1d66b8568ca,Pahije Jatiche,marathi,,2023-08-04,121.0
b6aa319d7e12200e5c5889ab3d98924e,Namo Bhoothathma 2,kannada,UA,2023-08-04,141.0
72b68ef32f17364cb031d8626b2dc1aa,Munda Southall Da,punjabi,U,2023-08-04,115.0
92881bc928c9be33827dc575dc78f087,Mistake,telugu,UA,2023-08-04,105.0
df6d0ad9b845c6b75eb02e1cfba0f782,Lomad (The Fox),hindi,A,2023-08-04,99.0
d1748e5ad9010cd3a969007756da4394,Lockdown Diarie,tamil,UA,2023-08-04,143.0
a2c4d972fb748053bed134840e2cd236,Lafzon Mein Pyaar,hindi,,2023-08-04,131.0
1adf6021d50e7fda3eb80f1abaedef8d,Krishna Gadu Ante Oka Range,telugu,UA,2023-08-04,131.0
7e28384466670e9eac8edc4f07a18155,Dilse,telugu,UA,2023-08-04,98.0
2bb46171ad5ab9cb2dc2770f66c335da,Coat,hindi,UA,2023-08-04,122.0
d004e4d66d6ec8e071bd304b2681f1b2,Balle O Chalaak Sajjna,punjabi,,2023-08-04,
4a087b77af86ba237b9649e48e5e163f,Jana Gana Mana,telugu,,2023-08-03,112.0
5e84554c8c88c107b9b9ec0cd7f3f619,Slum Dog Husband,telugu,UA,2023-07-29,126.0
6ad546c945cb8a9fb7db02c441736abc,Sakshi,telugu,UA,2023-07-29,113.0
e61fd3abf9560454f17e0a9109396faf,Voice Of Sathyanathan,malayalam,,2023-07-28,137.0
6e2a8f27417353ca655f9a3a9dbc7322,Sheela,malayalam,A,2023-07-28,105.0
36fb79bd57d15224ed920f152c468a85,Shaatar,punjabi,UA,2023-07-28,106.0
e9831f2e8f9a41efa17223cf7a934c3c,Rocky Aur Rani Kii Prem Kahaani,hindi,UA,2023-07-28,168.0
9fa3d4fe676ca442468a16738b991b3d,Pizza 3: The Mummy,tamil,,2023-07-28,123.0
ebf3687f8dee2af4822459c83f7a7d3e,Paune 9,punjabi,,2023-07-28,130.0
2a5793057e25c9332d3aad0ed3a19f01,Nava Ithihasa,kannada,UA,2023-07-28,122.0
163d0ab9e4d7bc310775dbf019ef3240,Mast Naukri Sarkari,gujarati,UA,2023-07-28,166.0
a16b7eacff878ff7b4007fbdd23152e7,Love,tamil,UA,2023-07-28,103.0
7f7c22d724b1ff7a05718bb490d620a5,LGM: Let’s Get Married,tamil,U,2023-07-28,122.0
202868b0e84431126a0b9eee67e1c9a7,Kousalya Supraja Rama,kannada,UA,2023-07-28,147.0
1d430013cc06c13e2f5548b06438b2cd,Gaddi Jaandi Ae Chalaangaan Maardi,punjabi,,2023-07-28,
f195dfd43674f851c2f3c362726bf5e7,Dinosaurs,tamil,,2023-07-28,122.0
1cf974e7020af65fd3aa47eafc0cb00d,Diamond Cross,kannada,UA,2023-07-28,126.0
109586298a8187a2ef78deeb8f12f1df,DD Returns,tamil,UA,2023-07-28,125.0
2f97dece1ee99847dede2cc5ea2c3281,Corona Dhavan,malayalam,,2023-07-28,130.0
a253b7081e36fca3227eed70871ba369,Bro,telugu,U,2023-07-28,135.0
47c7b7bffa40af5f8a1cbd81fd6c42bb,Aura,kannada,UA,2023-07-28,129.0
eb28cd9143771018facb23fb7420a707,Article 21,malayalam,U,2023-07-28,140.0
92ef531c97c92686204a83917be80577,Angrej 2,punjabi,,2023-07-28,122.0
72423765df05e75b45a4f57b5472318f,Aani Baani,marathi,UA,2023-07-28,121.0
b1e924e324aefbfa1e5c990b9090863a,Kurukkan,malayalam,U,2023-07-27,125.0
9607dc871babba7b83e8792c5d89520b,Vash : Possessed By The Obsessed,hindi,A,2023-07-21,108.0
564be7d8d01b1e2192c4972651da8868,Tufang,punjabi,,2023-07-21,122.0
61caa6f23146439e5a3488d01a85418e,Surongo,bengali,UA,2023-07-21,150.0
1b73372a9ca3192360cb9f073bd4a5d8,Sathiya Sothanai,tamil,,2023-07-21,122.0
270257d3e759deadb86a63d714d92de9,Paramvah,kannada,A,2023-07-21,110.0
610f6a30f1b65c9f496d6b2cdc7b7f62,Okkade Veerudu (Alluri Sitarama Raju),telugu,U,2023-07-21,155.0
b7ff1ef4625cd205cb1a461b76dc28d3,Niharika,bengali,,2023-07-21,123.0
1e4cce294210a3025a8cefcc2d871fe8,Natho Nenu,telugu,UA,2023-07-21,140.0
91dceb3eb0a8ce9556cd4387712f64b5,Minus 31: The Nagpur Files,hindi,,2023-07-21,130.0
b13e441bc482d675703dafe3af18c290,Madhura Kavya,kannada,UA,2023-07-21,135.0
377d57e7d87f44a85d122a7daf7b7c83,Kolai,tamil,,2023-07-21,126.0
b3a5008477331a5ee07332846e87fc37,Kirkkan,malayalam,UA,2023-07-21,121.0
42adce5829558412cf2f3cf66b793d77,Janha Ratira Sathi,oriya,UA,2023-07-21,143.0
ff1af9da1066b7d863aafc56b56a9d7a,Hostel Hudugaru Bekagiddare,kannada,UA,2023-07-21,144.0
9497b1da992d53aea564dace6a68d9c5,Her: Chapter 1,telugu,,2023-07-21,122.0
fec5e273cd834f4d183aada81a45347d,Echo,tamil,UA,2023-07-21,110.0
63aaed653aefac4aa9e83b5e23b5aa2c,Don Kumara,kannada,A,2023-07-21,129.0
bd29d3ab618675cdb57815c70d33f68d,Devara Kanassu,kannada,U,2023-07-21,122.0
c2c0689d2c04cf2529cb953c22418ec2,Bhagavan Dasante Ramarajyam,malayalam,,2023-07-21,122.0
57c8c1b56ca62cd70cf760bd30b7fe96,Bachubhai,gujarati,U,2023-07-21,118.0
2bc76b6e96c89f6843efb04489f76707,Annapurna Photo Studio,telugu,U,2023-07-21,128.0
6f480b683e1bbfa048cc166cc85a35c2,Aneethi,tamil,UA,2023-07-21,130.0
12460c27be493705515b59b4ecac043b,Ambuja,kannada,A,2023-07-21,126.0
acc61a18445c2621aa14e097c5fcaed3,Ala Ila Ela,telugu,UA,2023-07-21,141.0
9ff1d3dae2ee4ebe8a2e83de68acda73,Ajmer 92,hindi,A,2023-07-21,141.0
74e4a709e608d48a5ab0bbab197f7aab,Aflatoon,marathi,,2023-07-21,122.0
985f87881602c614a53caa5894f63019,Abhyuham,malayalam,,2023-07-21,122.0
aafd9ef3938a7fefb343903aa34d4050,Hidimbha,telugu,A,2023-07-20,136.0
c363d7fc4b74d5c81ed29515a6dcff46,Bengaluru Boys,kannada,,2023-07-18,121.0
a8c91ea251e24109e52550fb5cee14ec,The Fighter Suman,hindi,UA,2023-07-14,127.0
a1d146359ae792791768f2baf6b4e1ac,Terrace,gujarati,UA,2023-07-14,107.0
adf4066f05157f497c6308239ff948c7,Samaresh Basu-R Projapoti,bengali,UA,2023-07-14,111.0
3e4b41c61733423abf0d07172ca7aeca,Revenge,telugu,UA,2023-07-14,102.0
57070c386f88455e7c76dccb6c989af8,Rahasyadeep,bengali,U,2023-07-14,119.0
04a545dce55148b62f2287ee1170c8f8,O Manase,kannada,UA,2023-07-14,125.0
c033b3d026de3af1e8c4b675b05bfb86,Nayakudu,telugu,UA,2023-07-14,156.0
7a661fb8770a015e50b812f040c06273,Namasthe Ghost,kannada,UA,2023-07-14,127.0
d900144b2a69d191ac585ccd0e0fd241,Mahaveerudu,telugu,UA,2023-07-14,166.0
3a8ba19f7a94454dba8e0f2ec0aa2901,Maaveeran,tamil,UA,2023-07-14,166.0
4d06edbe34229b402e02b10accbffc7e,Kade Dade Diyan Kade Pote Diyan,punjabi,,2023-07-14,122.0
e83ceb6694281e5d5f6524a2eb7480d6,Date Bhet,marathi,UA,2023-07-14,127.0
ec51feed7b0b07862636f730ba7188e0,Damayana,kannada,,2023-07-14,
b89224a3b7b934eddf7758eb16e56a64,Biye Bibhrat,bengali,,2023-07-14,124.0
ecb7282e4efe223d817a3515495bcd5b,Bharateeyans,hindi,,2023-07-14,122.0
a69d06bae900c991b235f4772aaa3c56,Baby,telugu,,2023-07-14,130.0
a1ea580423983892bafa5fcdb95e9d1d,Baba Black Sheep,tamil,U,2023-07-14,119.0
477be284de52c1fe57f895928a69fae3,Aparoopa,kannada,UA,2023-07-14,120.0
7b3f048eb05b2dc44139a6a7a07c15e1,Vil Vithai,tamil,A,2023-07-07,112.0
1c05440444e4857492fd70a7ff1334ea,Var Padharavo Saavdhan,gujarati,U,2023-07-07,135.0
76181212e231018d594a9ebeb24c67c9,Sanataner Kriti,bengali,U,2023-07-07,128.0
7f265c215a4001e54681ff8af7b990c4,Rayaru Bandaru Maavana Manege,kannada,U,2023-07-07,136.0
