movie_id,genre
000682c0f7406dcee59a4bef8fa86849,Comedy
000682c0f7406dcee59a4bef8fa86849,Family
000ea9f3433f65cff5b44d58cf4c1a44,Drama
001030be687322fbb9917fee375373ac,Drama
001368d752d0115571c0dce8a2d1e3a8,Drama
001368d752d0115571c0dce8a2d1e3a8,Thriller
00142464aadaac9bcf09cc43c1800212,Action
00142464aadaac9bcf09cc43c1800212,Thriller
001583ddd5d8677adf51330e464d46ed,Comedy
001583ddd5d8677adf51330e464d46ed,Drama
001583ddd5d8677adf51330e464d46ed,Thriller
00166aa16f328ae82fd68965bb18cfc0,Action
00166aa16f328ae82fd68965bb18cfc0,Suspense
00166aa16f328ae82fd68965bb18cfc0,Thriller
001695834b89bb234cdcd2b60d1f29d5,Action
001695834b89bb234cdcd2b60d1f29d5,Thriller
0017acf4313554969816a45dd4c29f55,Documentary
0017acf4313554969816a45dd4c29f55,Drama
001984c35f950fe58dea01d15be23018,Action
001984c35f950fe58dea01d15be23018,Romance
001fc0cda7d6eb8180582fa7fc8a8fbf,Drama
002006397e5cbbed6450827e03fad6ee,Action
002006397e5cbbed6450827e03fad6ee,Romance
002006397e5cbbed6450827e03fad6ee,Suspense
002006397e5cbbed6450827e03fad6ee,Thriller
003b82a1064291d0ba14f11fd97cfac0,Comedy
003b82a1064291d0ba14f11fd97cfac0,Drama
003b82a1064291d0ba14f11fd97cfac0,Romance
003c7c1e4e04d5e079f63aead8bb5e0f,Drama
004431daaa33aa0b51bda9de076ec2f8,Drama
00446c1576013f79eb5271cef9753dd4,Comedy
00446c1576013f79eb5271cef9753dd4,Drama
00446c1576013f79eb5271cef9753dd4,Romance
004f24378b5989d7c585f4dd52cdf8b4,Action
00530e2af8660589a3f9e077ecaefd65,Drama
00530e2af8660589a3f9e077ecaefd65,Romance
005d374de0f904f7b6b5e57f96889d05,Action
005d374de0f904f7b6b5e57f96889d05,Comedy
005d374de0f904f7b6b5e57f96889d05,Drama
006acb051d5c50514ca25ceb69400a59,Drama
006f890d288be5778aefb78946efc938,Drama
007460a7773a575d412bc4af2adf4e6f,Comedy
007568a3db4a02da4b42e01dddc4b8b3,Drama
0079059747832e2a0ec2c5062b9a5c15,Thriller
007ab92b274fab59e34ec03e64c40c20,UA
007d0c800fa8b11f4d26ce7bf421ba8c,Comedy
008650ebbe36d7aabcec9dbaaffd1838,Action
008a375585ccd33f299834de1339a458,Drama
008c0c5f401c16cab500a17a0e3f39be,Comedy
008c0c5f401c16cab500a17a0e3f39be,Drama
00935c07a994a66e8f80583898c6cbf2,Drama
00971a3d858065b10a8c8fd2782e996a,Action
0098dd2847d148531a591d4307624e67,Action
0098dd2847d148531a591d4307624e67,Romance
009af124e2d6554d5c96bd02b48e42fc,Thriller
009c72e297d073b18ef6983878f97cd2,Comedy
009c72e297d073b18ef6983878f97cd2,Drama
009c72e297d073b18ef6983878f97cd2,Romance
00aaa187fa1d94061e0c303f683020a1,Comedy
00aaa187fa1d94061e0c303f683020a1,Drama
00aaa187fa1d94061e0c303f683020a1,Romance
00b5c87e3e810cf4fead5c1e879739d4,Drama
00b6e5faf01321abde9c36815cfe1976,Drama
00b6e5faf01321abde9c36815cfe1976,Romance
00b883a96c955b3f99f0e31c4192e167,Comedy
00b883a96c955b3f99f0e31c4192e167,Drama
00bc4ca6873c951f24bdbb5dfd00ada7,Adventure
00bc4ca6873c951f24bdbb5dfd00ada7,Comedy
00bc4ca6873c951f24bdbb5dfd00ada7,Drama
00c0a790a4a2d02e4bc68c0588317c8d,Action
00c0a790a4a2d02e4bc68c0588317c8d,Adventure
00c0a790a4a2d02e4bc68c0588317c8d,Sci-Fi
00c294eeeff3940c2fb60f15d04e9809,Drama
00d1701a5c320081aad10f1f44f60598,Drama
00d1701a5c320081aad10f1f44f60598,Sport
00d36491ea4551f22510749cfade0e3e,Drama
00d36491ea4551f22510749cfade0e3e,Sci-Fi
00d470cde961fb045ef0c2f6955aa271,Biography
00d470cde961fb045ef0c2f6955aa271,Drama
00d9705ca9000dfd736fa82fc57d28ff,Action
00deefa25af3f71bd84e144a756f7c15,Biography
00deefa25af3f71bd84e144a756f7c15,Drama
00deefa25af3f71bd84e144a756f7c15,Sport
00df4e4325acc72ace0efb1e105438f2,Action
00dfac5a8ad521f90a9263ec8e437075,Drama
00e05453b5ef6462585a5f7a85f61a46,Comedy
00e05453b5ef6462585a5f7a85f61a46,Drama
00e05453b5ef6462585a5f7a85f61a46,Romance
00e25278d09cc8a445fe992a1d760637,Drama
00e27efe61a53e77d2a4f897fe89e59a,Drama
00e9721015370db68f32d967bb9ec83b,Drama
00e97ddcff27d23ecb5cc6b4d5c06c64,Drama
00e9fb01930f42ee7b5ad8a3ffcdb6cf,Drama
00e9fb01930f42ee7b5ad8a3ffcdb6cf,Horror
00e9fb01930f42ee7b5ad8a3ffcdb6cf,Thriller
00eb16aeab775ea1dec5484e363ce9ae,Drama
00ec4077927c09aa451ed23b70684a42,Comedy
00ec4077927c09aa451ed23b70684a42,Drama
00ed4164df59304acce21c9750d4ef21,Drama
00f063ef054a86041781a5ba757ec805,Drama
00f1249a426c04f7a4d6b6becbb83cbc,Romance
00f2c7036fb75e0d4b65c63acb11c29b,Comedy
00f2c7036fb75e0d4b65c63acb11c29b,Suspense
00f3b9fcc44086bdd5150b3bbabd27a1,Drama
00fca17aec0b5e63ac5b3782c9b63902,Drama
00fca17aec0b5e63ac5b3782c9b63902,Mystery
00fca17aec0b5e63ac5b3782c9b63902,Thriller
0102b5e712cee148d48dfd92416ff79f,Comedy
0102b5e712cee148d48dfd92416ff79f,Drama
010a209b5349866fed6e0d2f56386639,Action
010a209b5349866fed6e0d2f56386639,Crime
010a209b5349866fed6e0d2f56386639,Thriller
010d73e445068076b0bc04dc78ab142c,Comedy
010f19f3629bdba661823a4a128c48d9,Drama
0112d15728e65e98f7e64d9370993c33,Action
0112d15728e65e98f7e64d9370993c33,Drama
0116698e6a8b2f139d11f857743524af,Comedy
0116698e6a8b2f139d11f857743524af,Drama
0119ff2656096926c6b2ef2ab6f4dbf8,Comedy
0119ff2656096926c6b2ef2ab6f4dbf8,Romance
011a58b114b498950183a5f91c0cd605,Drama
011ab807f0cbb5d6a3ed6554f3756e5e,Action
011ab807f0cbb5d6a3ed6554f3756e5e,Comedy
011ab807f0cbb5d6a3ed6554f3756e5e,Drama
0123cebdc2895b5423e6a201ca06db03,Drama
0124e369f82c44f3fc0d0d7c02236186,Drama
01274b95ff804e2f8e29ab6e7712c592,Action
01274b95ff804e2f8e29ab6e7712c592,Drama
012c85e35f18511691c9a681204485be,Biography
012c85e35f18511691c9a681204485be,Drama
012d07f8be24ef8e72cf2d91fe974127,Action
012d07f8be24ef8e72cf2d91fe974127,Comedy
012d07f8be24ef8e72cf2d91fe974127,Romance
0132733dad964f86ebb6dcebe4f72bea,Action
0132733dad964f86ebb6dcebe4f72bea,Thriller
0132c34727127e37342ff1497678f524,Drama
013430ab62af0da3c389e3b69080064d,Action
013430ab62af0da3c389e3b69080064d,Comedy
013430ab62af0da3c389e3b69080064d,Thriller
0145ab8dca4599d5d3610f453c87f3df,Drama
0145ab8dca4599d5d3610f453c87f3df,Romance
0145c11496726a127777ef049687af39,Drama
014bbeed715cfe1052342355f8e01b1e,Action
014bbeed715cfe1052342355f8e01b1e,Drama
014c99f6250d11a740b298881a4ba83e,Adventure
014c99f6250d11a740b298881a4ba83e,Mystery
014c99f6250d11a740b298881a4ba83e,Thriller
01529d6b8a971134dfa0b5ce93b0c591,Drama
01529d6b8a971134dfa0b5ce93b0c591,Thriller
0154470431d6a483772b29f0cab7c14d,Crime
0154470431d6a483772b29f0cab7c14d,Thriller
015d20a98249eea4a43c07c32873d8b9,Action
015d20a98249eea4a43c07c32873d8b9,Drama
01675160d71b6cea5b422f0d48ac3b5b,Comedy
01675160d71b6cea5b422f0d48ac3b5b,Drama
01696801360dd01dd4f1aed77e9d5f2d,Crime
01696801360dd01dd4f1aed77e9d5f2d,Drama
01696801360dd01dd4f1aed77e9d5f2d,Thriller
016f1d3e9ab469f0e8e4bf23cf0687aa,History
01741db14714e61e95a2c30d06bd94f0,Comedy
017423f00f11227fdb4b7fd5aa529cf6,Comedy
017423f00f11227fdb4b7fd5aa529cf6,Drama
017ddd34454be8a837dbc480a8750caf,Drama
017ddd34454be8a837dbc480a8750caf,Thriller
01811dbe2e274c43c7c06f8c57209699,Drama
01811dbe2e274c43c7c06f8c57209699,Thriller
01817bd130218c10f999933e409e8bb4,Crime
01817bd130218c10f999933e409e8bb4,Thriller
018248275da8f9a436aa51e6b5909b23,Drama
018248275da8f9a436aa51e6b5909b23,Romance
0189edb4dc9afc1d82ce73d96f80c87b,Action
0189edb4dc9afc1d82ce73d96f80c87b,Romance
018ce14a277abcc9566bf475973337c5,Drama
019d8126ee0de0efd99dee53bd9d9efb,Action
019d8126ee0de0efd99dee53bd9d9efb,Thriller
01a0cd5918d5b6d67ea4b76577f72ad0,Comedy
01a4b56414d09b56609655d416c9c82b,Action
01a4b56414d09b56609655d416c9c82b,Drama
01ac09cff48bf841ff673a9eda45276e,Action
01ac09cff48bf841ff673a9eda45276e,Drama
01ac09cff48bf841ff673a9eda45276e,Romance
01af49d9d078d8dced4597124d5ec83f,Thriller
01ba5a97ad4d42e5cb3642dc7c75d83d,Drama
01ba5a97ad4d42e5cb3642dc7c75d83d,Sport
01bc4e50462396ba3b34076d7030b429,Drama
01c084da6b52cd7b9d5b48260e368e1d,Comedy
01c084da6b52cd7b9d5b48260e368e1d,Drama
01c084da6b52cd7b9d5b48260e368e1d,Romance
01c261292d5158c205e8b2c71a41624b,Drama
01c2fb501f9918a725246593854b9c9b,Action
01c2fb501f9918a725246593854b9c9b,Drama
01c2fb501f9918a725246593854b9c9b,Romance
01c6abc93f380deed56a6d685b11d82e,Drama
01c6abc93f380deed56a6d685b11d82e,Mystery
01c6abc93f380deed56a6d685b11d82e,Thriller
01c8772fe1117bc01d3f77d988d66870,Biography
01c8772fe1117bc01d3f77d988d66870,Drama
01ca09eb155f0ed4359d29728ad064c4,Crime
01ca09eb155f0ed4359d29728ad064c4,Drama
01ca09eb155f0ed4359d29728ad064c4,Thriller
01cfcc3c2a82cbaaf8d1574cc9839e1e,Horror
01cfcc3c2a82cbaaf8d1574cc9839e1e,Thriller
01d340a695f54f9db5ee1b0f34711aaa,Drama
01d9e3a05465842f535f14e3404da325,Psychological
01d9e3a05465842f535f14e3404da325,Suspense
01d9e3a05465842f535f14e3404da325,Thriller
01e5a344e9b91f699ecf12c809037ce5,Drama
01e5a344e9b91f699ecf12c809037ce5,Romance
01ee700ff4bf51fd36ea7057dcdd0038,Action
